item_id,name,category,effect,sprite
980,pink-petal,unused,XXX new effect for pink-petal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pink-petal.png
981,orange-petal,unused,XXX new effect for orange-petal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/orange-petal.png
982,blue-petal,unused,XXX new effect for blue-petal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/blue-petal.png
983,red-petal,unused,XXX new effect for red-petal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/red-petal.png
984,green-petal,unused,XXX new effect for green-petal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/green-petal.png
985,yellow-petal,unused,XXX new effect for yellow-petal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/yellow-petal.png
986,purple-petal,unused,XXX new effect for purple-petal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/purple-petal.png
987,rainbow-flower,unused,XXX new effect for rainbow-flower,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rainbow-flower.png
988,surge-badge,unused,XXX new effect for surge-badge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/surge-badge.png
989,n-solarizer--merge,unused,XXX new effect for n-solarizer--merge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/n-solarizer--merge.png
990,n-lunarizer--merge,unused,XXX new effect for n-lunarizer--merge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/n-lunarizer--merge.png
991,n-solarizer--split,unused,XXX new effect for n-solarizer--split,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/n-solarizer--split.png
992,n-lunarizer--split,unused,XXX new effect for n-lunarizer--split,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/n-lunarizer--split.png
993,ilimas-normalium-z,unused,XXX new effect for ilimas-normalium-z,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ilimas-normalium-z.png
994,left-poke-ball,unused,XXX new effect for left-poke-ball,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/left-poke-ball.png
995,roto-hatch,unused,XXX new effect for roto-hatch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-hatch.png
996,roto-bargain,unused,XXX new effect for roto-bargain,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-bargain.png
997,roto-prize-money,unused,XXX new effect for roto-prize-money,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-prize-money.png
998,roto-exp-points,unused,XXX new effect for roto-exp-points,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-exp-points.png
999,roto-friendship,unused,XXX new effect for roto-friendship,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-friendship.png
1000,roto-encounter,unused,XXX new effect for roto-encounter,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-encounter.png
1001,roto-stealth,unused,XXX new effect for roto-stealth,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-stealth.png
1002,roto-hp-restore,unused,XXX new effect for roto-hp-restore,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-hp-restore.png
1003,roto-pp-restore,unused,XXX new effect for roto-pp-restore,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-pp-restore.png
1004,roto-boost,unused,XXX new effect for roto-boost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-boost.png
1005,roto-catch,unused,XXX new effect for roto-catch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roto-catch.png
1006,autograph,unused,,
1007,pokemon-box,unused,,
1008,medicine-pocket,unused,,
1009,candy-jar,unused,,
1010,power-up-pocket,unused,,
1011,clothing-trunk,unused,,
1012,catching-pocket,unused,,
1013,battle-pocket,unused,,
1014,silver-razz-berry,catching-bonus,,
1015,golden-razz-berry,catching-bonus,,
1016,silver-nanab-berry,catching-bonus,,
1017,golden-nanab-berry,catching-bonus,,
1018,silver-pinap-berry,catching-bonus,,
1019,golden-pinap-berry,catching-bonus,,
1020,secret-key--letsgo,plot-advancement,,
1021,ss-ticket--letsgo,plot-advancement,,
1022,parcel--letsgo,plot-advancement,,
1023,card-key--letsgo,plot-advancement,,
1024,stretchy-spring,loot,,
1025,chalky-stone,loot,,
1026,marble,loot,,
1027,lone-earring,loot,,
1028,beach-glass,loot,,
1029,gold-leaf,loot,,
1030,silver-leaf,loot,,
1031,polished-mud-ball,loot,,
1032,tropical-shell,loot,,
1033,leaf-letter--pikachu,loot,,
1034,leaf-letter--eevee,loot,,
1035,small-bouquet,loot,,
1036,lure,spelunking,,
1037,super-lure,spelunking,,
1038,max-lure,spelunking,,
1039,pewter-crunchies,status-cures,,
1040,health-candy,vitamins,,
1041,mighty-candy,vitamins,,
1042,tough-candy,vitamins,,
1043,smart-candy,vitamins,,
1044,courage-candy,vitamins,,
1045,quick-candy,vitamins,,
1046,health-candy-l,vitamins,,
1047,mighty-candy-l,vitamins,,
1048,tough-candy-l,vitamins,,
1049,smart-candy-l,vitamins,,
1050,courage-candy-l,vitamins,,
1051,quick-candy-l,vitamins,,
1052,health-candy-xl,vitamins,,
1053,mighty-candy-xl,vitamins,,
1054,tough-candy-xl,vitamins,,
1055,smart-candy-xl,vitamins,,
1056,courage-candy-xl,vitamins,,
1057,quick-candy-xl,vitamins,,
1058,bulbasaur-candy,species-candies,,
1059,charmander-candy,species-candies,,
1060,squirtle-candy,species-candies,,
1061,caterpie-candy,species-candies,,
1062,weedle-candy,species-candies,,
1063,pidgey-candy,species-candies,,
1064,rattata-candy,species-candies,,
1065,spearow-candy,species-candies,,
1066,ekans-candy,species-candies,,
1067,pikachu-candy,species-candies,,
1068,sandshrew-candy,species-candies,,
1069,nidoran-f-candy,species-candies,,
1070,nidoran-m-candy,species-candies,,
1071,clefairy-candy,species-candies,,
1072,vulpix-candy,species-candies,,
1073,jigglypuff-candy,species-candies,,
1074,zubat-candy,species-candies,,
1075,oddish-candy,species-candies,,
1076,paras-candy,species-candies,,
1077,venonat-candy,species-candies,,
1078,diglett-candy,species-candies,,
1079,meowth-candy,species-candies,,
1080,psyduck-candy,species-candies,,
1081,mankey-candy,species-candies,,
1082,growlithe-candy,species-candies,,
1083,poliwag-candy,species-candies,,
1084,abra-candy,species-candies,,
1085,machop-candy,species-candies,,
1086,bellsprout-candy,species-candies,,
1087,tentacool-candy,species-candies,,
1088,geodude-candy,species-candies,,
1089,ponyta-candy,species-candies,,
1090,slowpoke-candy,species-candies,,
1091,magnemite-candy,species-candies,,
1092,farfetchd-candy,species-candies,,
1093,doduo-candy,species-candies,,
1094,seel-candy,species-candies,,
1095,grimer-candy,species-candies,,
1096,shellder-candy,species-candies,,
1097,gastly-candy,species-candies,,
1098,onix-candy,species-candies,,
1099,drowzee-candy,species-candies,,
1100,krabby-candy,species-candies,,
1101,voltorb-candy,species-candies,,
1102,exeggcute-candy,species-candies,,
1103,cubone-candy,species-candies,,
1104,hitmonlee-candy,species-candies,,
1105,hitmonchan-candy,species-candies,,
1106,lickitung-candy,species-candies,,
1107,koffing-candy,species-candies,,
1108,rhyhorn-candy,species-candies,,
1109,chansey-candy,species-candies,,
1110,tangela-candy,species-candies,,
1111,kangaskhan-candy,species-candies,,
1112,horsea-candy,species-candies,,
1113,goldeen-candy,species-candies,,
1114,staryu-candy,species-candies,,
1115,mr-mime-candy,species-candies,,
1116,scyther-candy,species-candies,,
1117,jynx-candy,species-candies,,
1118,electabuzz-candy,species-candies,,
1119,pinsir-candy,species-candies,,
1120,tauros-candy,species-candies,,
1121,magikarp-candy,species-candies,,
1122,lapras-candy,species-candies,,
1123,ditto-candy,species-candies,,
1124,eevee-candy,species-candies,,
1125,porygon-candy,species-candies,,
1126,omanyte-candy,species-candies,,
1127,kabuto-candy,species-candies,,
1128,aerodactyl-candy,species-candies,,
1129,snorlax-candy,species-candies,,
1130,articuno-candy,species-candies,,
1131,zapdos-candy,species-candies,,
1132,moltres-candy,species-candies,,
1133,dratini-candy,species-candies,,
1134,mewtwo-candy,species-candies,,
1135,mew-candy,species-candies,,
1136,meltan-candy,species-candies,,
1137,magmar-candy,species-candies,,
1138,endorsement,plot-advancement,,
1139,pokemon-box-link,gameplay,,
1140,wishing-star,plot-advancement,,
1141,dynamax-band,plot-advancement,,
1142,fishing-rod--galar,gameplay,,
1143,rotom-bike,gameplay,,
1144,sausages,curry-ingredients,,
1145,bobs-food-tin,curry-ingredients,,
1146,bachs-food-tin,curry-ingredients,,
1147,tin-of-beans,curry-ingredients,,
1148,bread,curry-ingredients,,
1149,pasta,curry-ingredients,,
1150,mixed-mushrooms,curry-ingredients,,
1151,smoke-poke-tail,curry-ingredients,,
1152,large-leek,curry-ingredients,,
1153,fancy-apple,curry-ingredients,,
1154,brittle-bones,curry-ingredients,,
1155,pack-of-potatoes,curry-ingredients,,
1156,pungent-root,curry-ingredients,,
1157,salad-mix,curry-ingredients,,
1158,fried-food,curry-ingredients,,
1159,boiled-egg,curry-ingredients,,
1160,camping-gear,gameplay,,
1161,rusted-sword,species-specific,,
1162,rusted-shield,species-specific,,
1163,fossilized-bird,dex-completion,,
1164,fossilized-fish,dex-completion,,
1165,fossilized-drake,dex-completion,,
1166,fossilized-dino,dex-completion,,
1167,strawberry-sweet,evolution,,
1168,love-sweet,evolution,,
1169,berry-sweet,evolution,,
1170,clover-sweet,evolution,,
1171,flower-sweet,evolution,,
1172,star-sweet,evolution,,
1173,ribbon-sweet,evolution,,
1174,sweet-apple,evolution,,
1175,tart-apple,evolution,,
1176,throat-spray,held-items,,
1177,eject-pack,held-items,,
1178,heavy-duty-boots,held-items,,
1179,blunder-policy,held-items,,
1180,room-service,held-items,,
1181,utility-umbrella,held-items,,
1182,exp-candy-xs,vitamins,,
1183,exp-candy-s,vitamins,,
1184,exp-candy-m,vitamins,,
1185,exp-candy-l,vitamins,,
1186,exp-candy-xl,vitamins,,
1187,dynamax-candy,vitamins,,
1188,tr00,all-machines,,
1189,tr01,all-machines,,
1190,tr02,all-machines,,
1191,tr03,all-machines,,
1192,tr04,all-machines,,
1193,tr05,all-machines,,
1194,tr06,all-machines,,
1195,tr07,all-machines,,
1196,tr08,all-machines,,
1197,tr09,all-machines,,
1198,tr10,all-machines,,
1199,tr11,all-machines,,
1200,tr12,all-machines,,
1201,tr13,all-machines,,
1202,tr14,all-machines,,
1203,tr15,all-machines,,
1204,tr16,all-machines,,
1205,tr17,all-machines,,
1206,tr18,all-machines,,
1207,tr19,all-machines,,
1208,tr20,all-machines,,
1209,tr21,all-machines,,
1210,tr22,all-machines,,
1211,tr23,all-machines,,
1212,tr24,all-machines,,
1213,tr25,all-machines,,
1214,tr26,all-machines,,
1215,tr27,all-machines,,
1216,tr28,all-machines,,
1217,tr29,all-machines,,
1218,tr30,all-machines,,
1219,tr31,all-machines,,
1220,tr32,all-machines,,
1221,tr33,all-machines,,
1222,tr34,all-machines,,
1223,tr35,all-machines,,
1224,tr36,all-machines,,
1225,tr37,all-machines,,
1226,tr38,all-machines,,
1227,tr39,all-machines,,
1228,tr40,all-machines,,
1229,tr41,all-machines,,
1230,tr42,all-machines,,
1231,tr43,all-machines,,
1232,tr44,all-machines,,
1233,tr45,all-machines,,
1234,tr46,all-machines,,
1235,tr47,all-machines,,
1236,tr48,all-machines,,
1237,tr49,all-machines,,
1238,tr50,all-machines,,
1239,tr51,all-machines,,
1240,tr52,all-machines,,
1241,tr53,all-machines,,
1242,tr54,all-machines,,
1243,tr55,all-machines,,
1244,tr56,all-machines,,
1245,tr57,all-machines,,
1246,tr58,all-machines,,
1247,tr59,all-machines,,
1248,tr60,all-machines,,
1249,tr61,all-machines,,
1250,tr62,all-machines,,
1251,tr63,all-machines,,
1252,tr64,all-machines,,
1253,tr65,all-machines,,
1254,tr66,all-machines,,
1255,tr67,all-machines,,
1256,tr68,all-machines,,
1257,tr69,all-machines,,
1258,tr70,all-machines,,
1259,tr71,all-machines,,
1260,tr72,all-machines,,
1261,tr73,all-machines,,
1262,tr74,all-machines,,
1263,tr75,all-machines,,
1264,tr76,all-machines,,
1265,tr77,all-machines,,
1266,tr78,all-machines,,
1267,tr79,all-machines,,
1268,tr80,all-machines,,
1269,tr81,all-machines,,
1270,tr82,all-machines,,
1271,tr83,all-machines,,
1272,tr84,all-machines,,
1273,tr85,all-machines,,
1274,tr86,all-machines,,
1275,tr87,all-machines,,
1276,tr88,all-machines,,
1277,tr89,all-machines,,
1278,tr90,all-machines,,
1279,tr91,all-machines,,
1280,tr92,all-machines,,
1281,tr93,all-machines,,
1282,tr94,all-machines,,
1283,tr95,all-machines,,
1284,tr96,all-machines,,
1285,tr97,all-machines,,
1286,tr98,all-machines,,
1287,tr99,all-machines,,
1288,tm00,all-machines,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
1289,lonely-mint,nature-mints,,
1290,adamant-mint,nature-mints,,
1291,naughty-mint,nature-mints,,
1292,brave-mint,nature-mints,,
1293,bold-mint,nature-mints,,
1294,impish-mint,nature-mints,,
1295,lax-mint,nature-mints,,
1296,relaxed-mint,nature-mints,,
1297,modest-mint,nature-mints,,
1298,mild-mint,nature-mints,,
1299,rash-mint,nature-mints,,
1300,quiet-mint,nature-mints,,
1301,calm-mint,nature-mints,,
1302,gentle-mint,nature-mints,,
1303,careful-mint,nature-mints,,
1304,sassy-mint,nature-mints,,
1305,timid-mint,nature-mints,,
1306,hasty-mint,nature-mints,,
1307,jolly-mint,nature-mints,,
1308,naive-mint,nature-mints,,
1309,serious-mint,nature-mints,,
1310,wishing-piece,collectibles,,
1311,cracked-pot,evolution,,
1312,chipped-pot,evolution,,
1313,hi-tech-earbuds,gameplay,,
1314,fruit-bunch,curry-ingredients,,
1315,moomoo-cheese,curry-ingredients,,
1316,spice-mix,curry-ingredients,,
1317,fresh-cream,curry-ingredients,,
1318,packaged-curry,curry-ingredients,,
1319,coconut-milk,curry-ingredients,,
1320,instant-noodles,curry-ingredients,,
1321,precooked-burger,curry-ingredients,,
1322,gigantamix,curry-ingredients,,
1323,wishing-chip,unused,,
1324,rotom-bike--water-mode,unused,,
1325,catching-charm,gameplay,,
1326,old-letter,plot-advancement,,
1327,band-autograph,unused,,
1328,sonias-book,plot-advancement,,
1329,rotom-catalog,gameplay,,
1330,dynamax-crystal-and458,dynamax-crystals,,
1331,dynamax-crystal-and15,dynamax-crystals,,
1332,dynamax-crystal-and337,dynamax-crystals,,
1333,dynamax-crystal-and603,dynamax-crystals,,
1334,dynamax-crystal-and390,dynamax-crystals,,
1335,dynamax-crystal-sgr6879,dynamax-crystals,,
1336,dynamax-crystal-sgr6859,dynamax-crystals,,
1337,dynamax-crystal-sgr6913,dynamax-crystals,,
1338,dynamax-crystal-sgr7348,dynamax-crystals,,
1339,dynamax-crystal-sgr7121,dynamax-crystals,,
1340,dynamax-crystal-sgr6746,dynamax-crystals,,
1341,dynamax-crystal-sgr7194,dynamax-crystals,,
1342,dynamax-crystal-sgr7337,dynamax-crystals,,
1343,dynamax-crystal-sgr7343,dynamax-crystals,,
1344,dynamax-crystal-sgr6812,dynamax-crystals,,
1345,dynamax-crystal-sgr7116,dynamax-crystals,,
1346,dynamax-crystal-sgr7264,dynamax-crystals,,
1347,dynamax-crystal-sgr7597,dynamax-crystals,,
1348,dynamax-crystal-del7882,dynamax-crystals,,
1349,dynamax-crystal-del7906,dynamax-crystals,,
1350,dynamax-crystal-del7852,dynamax-crystals,,
1351,dynamax-crystal-psc596,dynamax-crystals,,
1352,dynamax-crystal-psc361,dynamax-crystals,,
1353,dynamax-crystal-psc510,dynamax-crystals,,
1354,dynamax-crystal-psc437,dynamax-crystals,,
1355,dynamax-crystal-psc8773,dynamax-crystals,,
1356,dynamax-crystal-lep1865,dynamax-crystals,,
1357,dynamax-crystal-lep1829,dynamax-crystals,,
1358,dynamax-crystal-boo5340,dynamax-crystals,,
1359,dynamax-crystal-boo5506,dynamax-crystals,,
1360,dynamax-crystal-boo5435,dynamax-crystals,,
1361,dynamax-crystal-boo5602,dynamax-crystals,,
1362,dynamax-crystal-boo5733,dynamax-crystals,,
1363,dynamax-crystal-boo5235,dynamax-crystals,,
1364,dynamax-crystal-boo5351,dynamax-crystals,,
1365,dynamax-crystal-hya3748,dynamax-crystals,,
1366,dynamax-crystal-hya3903,dynamax-crystals,,
1367,dynamax-crystal-hya3418,dynamax-crystals,,
1368,dynamax-crystal-hya3482,dynamax-crystals,,
1369,dynamax-crystal-hya3845,dynamax-crystals,,
1370,dynamax-crystal-eri1084,dynamax-crystals,,
1371,dynamax-crystal-eri472,dynamax-crystals,,
1372,dynamax-crystal-eri1666,dynamax-crystals,,
1373,dynamax-crystal-eri897,dynamax-crystals,,
1374,dynamax-crystal-eri1231,dynamax-crystals,,
1375,dynamax-crystal-eri874,dynamax-crystals,,
1376,dynamax-crystal-eri1298,dynamax-crystals,,
1377,dynamax-crystal-eri1325,dynamax-crystals,,
1378,dynamax-crystal-eri984,dynamax-crystals,,
1379,dynamax-crystal-eri1464,dynamax-crystals,,
1380,dynamax-crystal-eri1393,dynamax-crystals,,
1381,dynamax-crystal-eri850,dynamax-crystals,,
1382,dynamax-crystal-tau1409,dynamax-crystals,,
1383,dynamax-crystal-tau1457,dynamax-crystals,,
1384,dynamax-crystal-tau1165,dynamax-crystals,,
1385,dynamax-crystal-tau1791,dynamax-crystals,,
1386,dynamax-crystal-tau1910,dynamax-crystals,,
1387,dynamax-crystal-tau1346,dynamax-crystals,,
1388,dynamax-crystal-tau1373,dynamax-crystals,,
1389,dynamax-crystal-tau1412,dynamax-crystals,,
1390,dynamax-crystal-cma2491,dynamax-crystals,,
1391,dynamax-crystal-cma2693,dynamax-crystals,,
1392,dynamax-crystal-cma2294,dynamax-crystals,,
1393,dynamax-crystal-cma2827,dynamax-crystals,,
1394,dynamax-crystal-cma2282,dynamax-crystals,,
1395,dynamax-crystal-cma2618,dynamax-crystals,,
1396,dynamax-crystal-cma2657,dynamax-crystals,,
1397,dynamax-crystal-cma2646,dynamax-crystals,,
1398,dynamax-crystal-uma4905,dynamax-crystals,,
1399,dynamax-crystal-uma4301,dynamax-crystals,,
1400,dynamax-crystal-uma5191,dynamax-crystals,,
1401,dynamax-crystal-uma5054,dynamax-crystals,,
1402,dynamax-crystal-uma4295,dynamax-crystals,,
1403,dynamax-crystal-uma4660,dynamax-crystals,,
1404,dynamax-crystal-uma4554,dynamax-crystals,,
1405,dynamax-crystal-uma4069,dynamax-crystals,,
1406,dynamax-crystal-uma3569,dynamax-crystals,,
1407,dynamax-crystal-uma3323,dynamax-crystals,,
1408,dynamax-crystal-uma4033,dynamax-crystals,,
1409,dynamax-crystal-uma4377,dynamax-crystals,,
1410,dynamax-crystal-uma4375,dynamax-crystals,,
1411,dynamax-crystal-uma4518,dynamax-crystals,,
1412,dynamax-crystal-uma3594,dynamax-crystals,,
1413,dynamax-crystal-vir5056,dynamax-crystals,,
1414,dynamax-crystal-vir4825,dynamax-crystals,,
1415,dynamax-crystal-vir4932,dynamax-crystals,,
1416,dynamax-crystal-vir4540,dynamax-crystals,,
1417,dynamax-crystal-vir4689,dynamax-crystals,,
1418,dynamax-crystal-vir5338,dynamax-crystals,,
1419,dynamax-crystal-vir4910,dynamax-crystals,,
1420,dynamax-crystal-vir5315,dynamax-crystals,,
1421,dynamax-crystal-vir5359,dynamax-crystals,,
1422,dynamax-crystal-vir5409,dynamax-crystals,,
1423,dynamax-crystal-vir5107,dynamax-crystals,,
1424,dynamax-crystal-ari617,dynamax-crystals,,
1425,dynamax-crystal-ari553,dynamax-crystals,,
1426,dynamax-crystal-ari546,dynamax-crystals,,
1427,dynamax-crystal-ari951,dynamax-crystals,,
1428,dynamax-crystal-ori1713,dynamax-crystals,,
1429,dynamax-crystal-ori2061,dynamax-crystals,,
1430,dynamax-crystal-ori1790,dynamax-crystals,,
1431,dynamax-crystal-ori1903,dynamax-crystals,,
1432,dynamax-crystal-ori1948,dynamax-crystals,,
1433,dynamax-crystal-ori2004,dynamax-crystals,,
1434,dynamax-crystal-ori1852,dynamax-crystals,,
1435,dynamax-crystal-ori1879,dynamax-crystals,,
1436,dynamax-crystal-ori1899,dynamax-crystals,,
1437,dynamax-crystal-ori1543,dynamax-crystals,,
1438,dynamax-crystal-cas21,dynamax-crystals,,
1439,dynamax-crystal-cas168,dynamax-crystals,,
1440,dynamax-crystal-cas403,dynamax-crystals,,
1441,dynamax-crystal-cas153,dynamax-crystals,,
1442,dynamax-crystal-cas542,dynamax-crystals,,
1443,dynamax-crystal-cas219,dynamax-crystals,,
1444,dynamax-crystal-cas265,dynamax-crystals,,
1445,dynamax-crystal-cnc3572,dynamax-crystals,,
1446,dynamax-crystal-cnc3208,dynamax-crystals,,
1447,dynamax-crystal-cnc3461,dynamax-crystals,,
1448,dynamax-crystal-cnc3449,dynamax-crystals,,
1449,dynamax-crystal-cnc3429,dynamax-crystals,,
1450,dynamax-crystal-cnc3627,dynamax-crystals,,
1451,dynamax-crystal-cnc3268,dynamax-crystals,,
1452,dynamax-crystal-cnc3249,dynamax-crystals,,
1453,dynamax-crystal-com4968,dynamax-crystals,,
1454,dynamax-crystal-crv4757,dynamax-crystals,,
1455,dynamax-crystal-crv4623,dynamax-crystals,,
1456,dynamax-crystal-crv4662,dynamax-crystals,,
1457,dynamax-crystal-crv4786,dynamax-crystals,,
1458,dynamax-crystal-aur1708,dynamax-crystals,,
1459,dynamax-crystal-aur2088,dynamax-crystals,,
1460,dynamax-crystal-aur1605,dynamax-crystals,,
1461,dynamax-crystal-aur2095,dynamax-crystals,,
1462,dynamax-crystal-aur1577,dynamax-crystals,,
1463,dynamax-crystal-aur1641,dynamax-crystals,,
1464,dynamax-crystal-aur1612,dynamax-crystals,,
1465,dynamax-crystal-pav7790,dynamax-crystals,,
1466,dynamax-crystal-cet911,dynamax-crystals,,
1467,dynamax-crystal-cet681,dynamax-crystals,,
1468,dynamax-crystal-cet188,dynamax-crystals,,
1469,dynamax-crystal-cet539,dynamax-crystals,,
1470,dynamax-crystal-cet804,dynamax-crystals,,
1471,dynamax-crystal-cep8974,dynamax-crystals,,
1472,dynamax-crystal-cep8162,dynamax-crystals,,
1473,dynamax-crystal-cep8238,dynamax-crystals,,
1474,dynamax-crystal-cep8417,dynamax-crystals,,
1475,dynamax-crystal-cen5267,dynamax-crystals,,
1476,dynamax-crystal-cen5288,dynamax-crystals,,
1477,dynamax-crystal-cen551,dynamax-crystals,,
1478,dynamax-crystal-cen5459,dynamax-crystals,,
1479,dynamax-crystal-cen5460,dynamax-crystals,,
1480,dynamax-crystal-cmi2943,dynamax-crystals,,
1481,dynamax-crystal-cmi2845,dynamax-crystals,,
1482,dynamax-crystal-equ8131,dynamax-crystals,,
1483,dynamax-crystal-vul7405,dynamax-crystals,,
1484,dynamax-crystal-umi424,dynamax-crystals,,
1485,dynamax-crystal-umi5563,dynamax-crystals,,
1486,dynamax-crystal-umi5735,dynamax-crystals,,
1487,dynamax-crystal-umi6789,dynamax-crystals,,
1488,dynamax-crystal-crt4287,dynamax-crystals,,
1489,dynamax-crystal-lyr7001,dynamax-crystals,,
1490,dynamax-crystal-lyr7178,dynamax-crystals,,
1491,dynamax-crystal-lyr7106,dynamax-crystals,,
1492,dynamax-crystal-lyr7298,dynamax-crystals,,
1493,dynamax-crystal-ara6585,dynamax-crystals,,
1494,dynamax-crystal-sco6134,dynamax-crystals,,
1495,dynamax-crystal-sco6527,dynamax-crystals,,
1496,dynamax-crystal-sco6553,dynamax-crystals,,
1497,dynamax-crystal-sco5953,dynamax-crystals,,
1498,dynamax-crystal-sco5984,dynamax-crystals,,
1499,dynamax-crystal-sco6508,dynamax-crystals,,
1500,dynamax-crystal-sco6084,dynamax-crystals,,
1501,dynamax-crystal-sco5944,dynamax-crystals,,
1502,dynamax-crystal-sco6630,dynamax-crystals,,
1503,dynamax-crystal-sco6027,dynamax-crystals,,
1504,dynamax-crystal-sco6247,dynamax-crystals,,
1505,dynamax-crystal-sco6252,dynamax-crystals,,
1506,dynamax-crystal-sco5928,dynamax-crystals,,
1507,dynamax-crystal-sco6241,dynamax-crystals,,
1508,dynamax-crystal-sco6165,dynamax-crystals,,
1509,dynamax-crystal-tri544,dynamax-crystals,,
1510,dynamax-crystal-leo3982,dynamax-crystals,,
1511,dynamax-crystal-leo4534,dynamax-crystals,,
1512,dynamax-crystal-leo4357,dynamax-crystals,,
1513,dynamax-crystal-leo4057,dynamax-crystals,,
1514,dynamax-crystal-leo4359,dynamax-crystals,,
1515,dynamax-crystal-leo4031,dynamax-crystals,,
1516,dynamax-crystal-leo3852,dynamax-crystals,,
1517,dynamax-crystal-leo3905,dynamax-crystals,,
1518,dynamax-crystal-leo3773,dynamax-crystals,,
1519,dynamax-crystal-gru8425,dynamax-crystals,,
1520,dynamax-crystal-gru8636,dynamax-crystals,,
1521,dynamax-crystal-gru8353,dynamax-crystals,,
1522,dynamax-crystal-lib5685,dynamax-crystals,,
1523,dynamax-crystal-lib5531,dynamax-crystals,,
1524,dynamax-crystal-lib5787,dynamax-crystals,,
1525,dynamax-crystal-lib5603,dynamax-crystals,,
1526,dynamax-crystal-pup3165,dynamax-crystals,,
1527,dynamax-crystal-pup3185,dynamax-crystals,,
1528,dynamax-crystal-pup3045,dynamax-crystals,,
1529,dynamax-crystal-cyg7924,dynamax-crystals,,
1530,dynamax-crystal-cyg7417,dynamax-crystals,,
1531,dynamax-crystal-cyg7796,dynamax-crystals,,
1532,dynamax-crystal-cyg8301,dynamax-crystals,,
1533,dynamax-crystal-cyg7949,dynamax-crystals,,
1534,dynamax-crystal-cyg7528,dynamax-crystals,,
1535,dynamax-crystal-oct7228,dynamax-crystals,,
1536,dynamax-crystal-col1956,dynamax-crystals,,
1537,dynamax-crystal-col2040,dynamax-crystals,,
1538,dynamax-crystal-col2177,dynamax-crystals,,
1539,dynamax-crystal-gem2990,dynamax-crystals,,
1540,dynamax-crystal-gem2891,dynamax-crystals,,
1541,dynamax-crystal-gem2421,dynamax-crystals,,
1542,dynamax-crystal-gem2473,dynamax-crystals,,
1543,dynamax-crystal-gem2216,dynamax-crystals,,
1544,dynamax-crystal-gem2777,dynamax-crystals,,
1545,dynamax-crystal-gem2650,dynamax-crystals,,
1546,dynamax-crystal-gem2286,dynamax-crystals,,
1547,dynamax-crystal-gem2484,dynamax-crystals,,
1548,dynamax-crystal-gem2930,dynamax-crystals,,
1549,dynamax-crystal-peg8775,dynamax-crystals,,
1550,dynamax-crystal-peg8781,dynamax-crystals,,
1551,dynamax-crystal-peg39,dynamax-crystals,,
1552,dynamax-crystal-peg8308,dynamax-crystals,,
1553,dynamax-crystal-peg8650,dynamax-crystals,,
1554,dynamax-crystal-peg8634,dynamax-crystals,,
1555,dynamax-crystal-peg8684,dynamax-crystals,,
1556,dynamax-crystal-peg8450,dynamax-crystals,,
1557,dynamax-crystal-peg8880,dynamax-crystals,,
1558,dynamax-crystal-peg8905,dynamax-crystals,,
1559,dynamax-crystal-oph6556,dynamax-crystals,,
1560,dynamax-crystal-oph6378,dynamax-crystals,,
1561,dynamax-crystal-oph6603,dynamax-crystals,,
1562,dynamax-crystal-oph6149,dynamax-crystals,,
1563,dynamax-crystal-oph6056,dynamax-crystals,,
1564,dynamax-crystal-oph6075,dynamax-crystals,,
1565,dynamax-crystal-ser5854,dynamax-crystals,,
1566,dynamax-crystal-ser7141,dynamax-crystals,,
1567,dynamax-crystal-ser5879,dynamax-crystals,,
1568,dynamax-crystal-her6406,dynamax-crystals,,
1569,dynamax-crystal-her6148,dynamax-crystals,,
1570,dynamax-crystal-her6410,dynamax-crystals,,
