pokemon_id,name,generation,type_1,type_2,abilities,moves,sprite,evolution_chain,total_stats
476,probopass,4,rock,steel,"['sturdy', 'magnet-pull', 'sand-force']","['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'rock-throw', 'earthquake', 'toxic', 'double-team', 'harden', 'explosion', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'lock-on', 'sandstorm', 'endure', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'torment', 'facade', 'taunt', 'helping-hand', 'magic-coat', 'secret-power', 'rock-tomb', 'metal-sound', 'sand-tomb', 'iron-defense', 'block', 'rock-blast', 'shock-wave', 'gravity', 'natural-gift', 'magnet-rise', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'flash-cannon', 'discharge', 'iron-head', 'magnet-bomb', 'stone-edge', 'captivate', 'stealth-rock', 'head-smash', 'wide-guard', 'telekinesis', 'smack-down', 'heavy-slam', 'round', 'ally-switch', 'volt-switch', 'bulldoze', 'confide', 'magnetic-flux', 'dazzling-gleam', 'high-horsepower', 'stomping-tantrum', 'body-press', 'steel-beam', 'meteor-beam', 'tera-blast', 'hard-press', 'supercell-slam']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,nosepass|probopass,525
477,dusknoir,4,ghost,,"['pressure', 'frisk']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'bind', 'mega-kick', 'headbutt', 'body-slam', 'leer', 'disable', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'absorb', 'earthquake', 'toxic', 'psychic', 'night-shade', 'double-team', 'confuse-ray', 'haze', 'metronome', 'swift', 'dream-eater', 'leech-life', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'mud-slap', 'foresight', 'destiny-bond', 'icy-wind', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'torment', 'will-o-wisp', 'memento', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'revenge', 'brick-break', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'astonish', 'rock-tomb', 'shadow-punch', 'calm-mind', 'gravity', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'dark-pulse', 'focus-blast', 'giga-impact', 'shadow-sneak', 'trick-room', 'captivate', 'charge-beam', 'ominous-wind', 'wonder-room', 'telekinesis', 'round', 'ally-switch', 'hex', 'bulldoze', 'phantom-force', 'confide', 'infestation', 'power-up-punch', 'darkest-lariat', 'laser-focus', 'skitter-smack', 'poltergeist', 'tera-blast', 'hard-press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,duskull|dusclops|dusknoir,525
478,froslass,4,ice,ghost,"['snow-cloak', 'cursed-body']","['ice-punch', 'headbutt', 'body-slam', 'take-down', 'leer', 'bite', 'ice-beam', 'blizzard', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'haze', 'reflect', 'dream-eater', 'flash', 'rest', 'substitute', 'snore', 'curse', 'spite', 'powder-snow', 'protect', 'scary-face', 'mud-slap', 'spikes', 'destiny-bond', 'icy-wind', 'endure', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'crunch', 'psych-up', 'shadow-ball', 'hail', 'torment', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'trick', 'imprison', 'snatch', 'secret-power', 'astonish', 'weather-ball', 'fake-tears', 'signal-beam', 'icicle-spear', 'block', 'shock-wave', 'water-pulse', 'wake-up-slap', 'natural-gift', 'payback', 'embargo', 'fling', 'sucker-punch', 'giga-impact', 'avalanche', 'ice-shard', 'ice-fang', 'captivate', 'ominous-wind', 'telekinesis', 'round', 'ally-switch', 'hex', 'frost-breath', 'icicle-crash', 'draining-kiss', 'confide', 'laser-focus', 'aurora-veil', 'poltergeist', 'triple-axel', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,snorunt|glalie,480
479,rotom,4,electric,ghost,['levitate'],"['thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'mud-slap', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'will-o-wisp', 'facade', 'charge', 'helping-hand', 'trick', 'snatch', 'secret-power', 'hyper-voice', 'astonish', 'signal-beam', 'shock-wave', 'natural-gift', 'sucker-punch', 'dark-pulse', 'nasty-plot', 'defog', 'discharge', 'charge-beam', 'ominous-wind', 'telekinesis', 'electro-ball', 'foul-play', 'round', 'stored-power', 'ally-switch', 'hex', 'volt-switch', 'electroweb', 'confide', 'eerie-impulse', 'electric-terrain', 'rising-voltage', 'poltergeist', 'tera-blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,rotom,440
480,uxie,4,psychic,,['levitate'],"['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'psybeam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'hypnosis', 'double-team', 'confuse-ray', 'light-screen', 'reflect', 'metronome', 'swift', 'amnesia', 'dream-eater', 'flash', 'rest', 'tri-attack', 'substitute', 'snore', 'flail', 'protect', 'mud-slap', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'memento', 'facade', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'yawn', 'knock-off', 'skill-swap', 'imprison', 'secret-power', 'signal-beam', 'extrasensory', 'calm-mind', 'shock-wave', 'water-pulse', 'natural-gift', 'u-turn', 'fling', 'drain-punch', 'energy-ball', 'giga-impact', 'nasty-plot', 'psycho-cut', 'zen-headbutt', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'double-hit', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'stored-power', 'ally-switch', 'acrobatics', 'draining-kiss', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch', 'laser-focus', 'expanding-force', 'mystical-power', 'tera-blast', 'psychic-noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,uxie,580
481,mesprit,4,psychic,,['levitate'],"['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'double-edge', 'ice-beam', 'blizzard', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'double-team', 'recover', 'confuse-ray', 'light-screen', 'reflect', 'metronome', 'swift', 'dream-eater', 'flash', 'rest', 'tri-attack', 'substitute', 'snore', 'protect', 'mud-slap', 'sandstorm', 'endure', 'charm', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'flatter', 'facade', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'knock-off', 'skill-swap', 'imprison', 'secret-power', 'signal-beam', 'extrasensory', 'calm-mind', 'shock-wave', 'water-pulse', 'healing-wish', 'natural-gift', 'u-turn', 'fling', 'lucky-chant', 'copycat', 'drain-punch', 'energy-ball', 'giga-impact', 'nasty-plot', 'psycho-cut', 'zen-headbutt', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'double-hit', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'round', 'stored-power', 'ally-switch', 'acrobatics', 'draining-kiss', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch', 'laser-focus', 'expanding-force', 'mystical-power', 'tera-blast', 'psychic-noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,mesprit,580
482,azelf,4,psychic,,['levitate'],"['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'double-edge', 'flamethrower', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'metronome', 'self-destruct', 'fire-blast', 'swift', 'dream-eater', 'flash', 'explosion', 'rest', 'tri-attack', 'substitute', 'snore', 'protect', 'mud-slap', 'detect', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'torment', 'facade', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'knock-off', 'endeavor', 'skill-swap', 'imprison', 'secret-power', 'signal-beam', 'extrasensory', 'calm-mind', 'shock-wave', 'water-pulse', 'natural-gift', 'u-turn', 'payback', 'assurance', 'fling', 'last-resort', 'drain-punch', 'energy-ball', 'giga-impact', 'nasty-plot', 'psycho-cut', 'zen-headbutt', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'double-hit', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'round', 'stored-power', 'ally-switch', 'incinerate', 'acrobatics', 'draining-kiss', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch', 'laser-focus', 'expanding-force', 'mystical-power', 'tera-blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,azelf,580
483,dialga,4,steel,dragon,"['pressure', 'telepathy']","['cut', 'headbutt', 'body-slam', 'take-down', 'roar', 'flamethrower', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'double-team', 'fire-blast', 'swift', 'flash', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'iron-tail', 'metal-claw', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'rock-smash', 'facade', 'trick', 'brick-break', 'secret-power', 'hyper-voice', 'overheat', 'rock-tomb', 'metal-sound', 'aerial-ace', 'iron-defense', 'dragon-claw', 'bulk-up', 'shock-wave', 'gravity', 'natural-gift', 'metal-burst', 'heal-block', 'magnet-rise', 'aura-sphere', 'dragon-pulse', 'power-gem', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'flash-cannon', 'trick-room', 'draco-meteor', 'iron-head', 'stone-edge', 'stealth-rock', 'roar-of-time', 'hone-claws', 'heavy-slam', 'round', 'echoed-voice', 'incinerate', 'bulldoze', 'dragon-tail', 'confide', 'stomping-tantrum', 'body-press', 'breaking-swipe', 'steel-beam', 'scale-shot', 'tera-blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,dialga,680
484,palkia,4,water,dragon,"['pressure', 'telepathy']","['cut', 'headbutt', 'body-slam', 'take-down', 'roar', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'double-team', 'fire-blast', 'waterfall', 'swift', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'rock-smash', 'whirlpool', 'hail', 'facade', 'focus-punch', 'trick', 'brick-break', 'secret-power', 'dive', 'hyper-voice', 'rock-tomb', 'aerial-ace', 'dragon-claw', 'bulk-up', 'shock-wave', 'water-pulse', 'gravity', 'brine', 'natural-gift', 'fling', 'heal-block', 'aqua-ring', 'aura-sphere', 'aqua-tail', 'dragon-pulse', 'power-gem', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'trick-room', 'draco-meteor', 'stone-edge', 'spacial-rend', 'hone-claws', 'heavy-slam', 'round', 'echoed-voice', 'incinerate', 'bulldoze', 'dragon-tail', 'confide', 'stomping-tantrum', 'liquidation', 'body-press', 'breaking-swipe', 'scale-shot', 'dual-wingbeat', 'tera-blast', 'snowscape', 'chilling-water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,palkia,680
485,heatran,4,fire,steel,"['flash-fire', 'flame-body']","['headbutt', 'body-slam', 'take-down', 'leer', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'strength', 'solar-beam', 'fire-spin', 'earthquake', 'dig', 'toxic', 'double-team', 'self-destruct', 'fire-blast', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'metal-claw', 'hidden-power', 'sunny-day', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'nature-power', 'taunt', 'secret-power', 'overheat', 'rock-tomb', 'metal-sound', 'iron-defense', 'rock-blast', 'natural-gift', 'payback', 'flare-blitz', 'dark-pulse', 'dragon-pulse', 'power-gem', 'earth-power', 'giga-impact', 'fire-fang', 'flash-cannon', 'rock-climb', 'lava-plume', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'bug-bite', 'magma-storm', 'heavy-slam', 'flame-charge', 'round', 'incinerate', 'bulldoze', 'heat-crash', 'confide', 'lunge', 'stomping-tantrum', 'body-press', 'steel-beam', 'steel-roller', 'burning-jealousy', 'scorching-sands', 'tera-blast', 'pounce', 'hard-press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,heatran,600
486,regigigas,4,normal,,['slow-start'],"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'stomp', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'double-edge', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'double-team', 'confuse-ray', 'dizzy-punch', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'mud-slap', 'foresight', 'icy-wind', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'rock-smash', 'facade', 'focus-punch', 'nature-power', 'superpower', 'revenge', 'brick-break', 'knock-off', 'secret-power', 'rock-tomb', 'aerial-ace', 'block', 'shock-wave', 'gravity', 'hammer-arm', 'natural-gift', 'payback', 'fling', 'rock-polish', 'drain-punch', 'focus-blast', 'earth-power', 'giga-impact', 'avalanche', 'zen-headbutt', 'rock-climb', 'iron-head', 'stone-edge', 'crush-grip', 'wide-guard', 'smack-down', 'heavy-slam', 'round', 'retaliate', 'bulldoze', 'heat-crash', 'confide', 'power-up-punch', 'darkest-lariat', 'high-horsepower', 'stomping-tantrum', 'body-press', 'terrain-pulse', 'tera-blast', 'hard-press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,regigigas,670
487,giratina-altered,4,ghost,dragon,"['pressure', 'telepathy']","['cut', 'fly', 'headbutt', 'body-slam', 'take-down', 'roar', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'psychic', 'double-team', 'confuse-ray', 'swift', 'dream-eater', 'rest', 'slash', 'substitute', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'mud-slap', 'destiny-bond', 'icy-wind', 'outrage', 'endure', 'swagger', 'fury-cutter', 'steel-wing', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'rock-smash', 'will-o-wisp', 'facade', 'secret-power', 'hyper-voice', 'air-cutter', 'silver-wind', 'aerial-ace', 'dragon-claw', 'calm-mind', 'shock-wave', 'gravity', 'natural-gift', 'payback', 'heal-block', 'aura-sphere', 'dark-pulse', 'aqua-tail', 'dragon-pulse', 'energy-ball', 'earth-power', 'giga-impact', 'shadow-claw', 'shadow-sneak', 'rock-climb', 'defog', 'draco-meteor', 'iron-head', 'stone-edge', 'charge-beam', 'ominous-wind', 'shadow-force', 'hone-claws', 'telekinesis', 'round', 'echoed-voice', 'hex', 'bulldoze', 'dragon-tail', 'phantom-force', 'confide', 'brutal-swing', 'breaking-swipe', 'skitter-smack', 'poltergeist', 'dual-wingbeat', 'tera-blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,giratina,680
488,cresselia,4,psychic,,['levitate'],"['tackle', 'body-slam', 'mist', 'ice-beam', 'psybeam', 'aurora-beam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'double-team', 'recover', 'confuse-ray', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'slash', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'moonlight', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'facade', 'helping-hand', 'trick', 'magic-coat', 'recycle', 'skill-swap', 'secret-power', 'signal-beam', 'calm-mind', 'gravity', 'natural-gift', 'psycho-shift', 'power-swap', 'guard-swap', 'power-gem', 'energy-ball', 'giga-impact', 'psycho-cut', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'lunar-dance', 'psyshock', 'telekinesis', 'magic-room', 'round', 'stored-power', 'ally-switch', 'moonblast', 'confide', 'dazzling-gleam', 'psychic-terrain', 'expanding-force', 'lunar-blessing', 'tera-blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,cresselia,580
489,phione,4,water,,['hydration'],"['supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'confusion', 'double-team', 'haze', 'waterfall', 'swift', 'bubble', 'acid-armor', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'swagger', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'hidden-power', 'rain-dance', 'psych-up', 'ancient-power', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'knock-off', 'secret-power', 'dive', 'weather-ball', 'signal-beam', 'bounce', 'covet', 'water-sport', 'water-pulse', 'brine', 'natural-gift', 'u-turn', 'fling', 'last-resort', 'aqua-ring', 'zen-headbutt', 'grass-knot', 'round', 'scald', 'disarming-voice', 'moonblast', 'confide', 'dazzling-gleam', 'liquidation', 'flip-turn', 'take-heart', 'tera-blast', 'chilling-water', 'alluring-voice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,phione|manaphy,480
490,manaphy,4,water,,['hydration'],"['supersonic', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'haze', 'reflect', 'waterfall', 'swift', 'bubble', 'flash', 'acid-armor', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'endure', 'charm', 'swagger', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'baton-pass', 'hidden-power', 'rain-dance', 'psych-up', 'ancient-power', 'shadow-ball', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'knock-off', 'skill-swap', 'secret-power', 'dive', 'tail-glow', 'weather-ball', 'fake-tears', 'signal-beam', 'bounce', 'covet', 'water-sport', 'calm-mind', 'water-pulse', 'brine', 'natural-gift', 'u-turn', 'fling', 'last-resort', 'heart-swap', 'aqua-ring', 'energy-ball', 'giga-impact', 'zen-headbutt', 'grass-knot', 'round', 'stored-power', 'scald', 'disarming-voice', 'moonblast', 'confide', 'dazzling-gleam', 'liquidation', 'flip-turn', 'take-heart', 'tera-blast', 'chilling-water', 'alluring-voice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,phione|manaphy,600
491,darkrai,4,dark,,['bad-dreams'],"['swords-dance', 'cut', 'headbutt', 'disable', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'hypnosis', 'quick-attack', 'night-shade', 'double-team', 'confuse-ray', 'haze', 'swift', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'trick', 'brick-break', 'knock-off', 'snatch', 'secret-power', 'rock-tomb', 'aerial-ace', 'calm-mind', 'shock-wave', 'natural-gift', 'payback', 'embargo', 'fling', 'last-resort', 'sucker-punch', 'poison-jab', 'dark-pulse', 'x-scissor', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'rock-climb', 'charge-beam', 'dark-void', 'ominous-wind', 'wonder-room', 'psyshock', 'foul-play', 'round', 'hex', 'incinerate', 'retaliate', 'snarl', 'confide', 'power-up-punch', 'throat-chop', 'lash-out', 'tera-blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,darkrai,600
492,shaymin-land,4,grass,,['natural-cure'],"['swords-dance', 'headbutt', 'take-down', 'double-edge', 'hyper-beam', 'leech-seed', 'growth', 'solar-beam', 'sleep-powder', 'toxic', 'psychic', 'quick-attack', 'double-team', 'recover', 'defense-curl', 'swift', 'flash', 'rest', 'substitute', 'snore', 'protect', 'sweet-kiss', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'sweet-scent', 'synthesis', 'hidden-power', 'sunny-day', 'psych-up', 'facade', 'nature-power', 'endeavor', 'secret-power', 'aromatherapy', 'air-cutter', 'grass-whistle', 'bullet-seed', 'aerial-ace', 'covet', 'magical-leaf', 'healing-wish', 'natural-gift', 'tailwind', 'lucky-chant', 'last-resort', 'worry-seed', 'seed-bomb', 'air-slash', 'energy-ball', 'earth-power', 'giga-impact', 'zen-headbutt', 'leaf-storm', 'grass-knot', 'seed-flare', 'ominous-wind', 'round', 'petal-blizzard', 'disarming-voice', 'grassy-terrain', 'play-rough', 'confide', 'dazzling-gleam', 'baby-doll-eyes', 'leafage', 'laser-focus', 'grassy-glide', 'tera-blast', 'trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,shaymin,600
493,arceus,4,normal,,['multitype'],"['swords-dance', 'cut', 'fly', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'quick-attack', 'double-team', 'recover', 'confuse-ray', 'light-screen', 'reflect', 'fire-blast', 'waterfall', 'swift', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'perish-song', 'icy-wind', 'outrage', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'extreme-speed', 'ancient-power', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'heat-wave', 'hail', 'will-o-wisp', 'facade', 'taunt', 'trick', 'magic-coat', 'recycle', 'brick-break', 'imprison', 'refresh', 'secret-power', 'dive', 'hyper-voice', 'overheat', 'rock-tomb', 'silver-wind', 'cosmic-power', 'signal-beam', 'extrasensory', 'bullet-seed', 'aerial-ace', 'iron-defense', 'dragon-claw', 'bulk-up', 'magical-leaf', 'calm-mind', 'dragon-dance', 'shock-wave', 'water-pulse', 'gravity', 'healing-wish', 'brine', 'natural-gift', 'tailwind', 'payback', 'punishment', 'last-resort', 'flare-blitz', 'aura-sphere', 'poison-jab', 'dark-pulse', 'aqua-tail', 'air-slash', 'x-scissor', 'bug-buzz', 'dragon-pulse', 'power-gem', 'focus-blast', 'energy-ball', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'zen-headbutt', 'flash-cannon', 'rock-climb', 'defog', 'trick-room', 'draco-meteor', 'gunk-shot', 'iron-head', 'stone-edge', 'stealth-rock', 'grass-knot', 'judgment', 'charge-beam', 'ominous-wind', 'hone-claws', 'psyshock', 'telekinesis', 'heavy-slam', 'acid-spray', 'foul-play', 'round', 'echoed-voice', 'stored-power', 'hex', 'incinerate', 'quash', 'retaliate', 'bulldoze', 'dragon-tail', 'work-up', 'wild-charge', 'hurricane', 'snarl', 'phantom-force', 'grassy-terrain', 'misty-terrain', 'confide', 'electric-terrain', 'dazzling-gleam', 'laser-focus', 'psychic-terrain', 'stomping-tantrum', 'liquidation', 'body-press', 'steel-beam', 'meteor-beam', 'scorching-sands', 'tera-blast', 'trailblaze', 'chilling-water', 'supercell-slam']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,arceus,720
